Streckennummer;Richtung;km_von_l;km_bis_l;km_von_i;km_bis_i;km_von_km;km_von_m;km_bis_km;km_bis_m;Länge;Streckenkurzname;Bezeichnung;Kreuzungsart;Bundesland;Kreis;WKT GK (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
4940;Streckenachse;23,5 + 84,244;23,5 + 85,964;102350084,244;102350085,964;23,5;84,244;23,5;85,964;2;Goldshöfe - Crailsheim;EÜ (Bach)  Walzträger in Beton;EÜ über Rad-/Fußweg;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3578376.1804135414 5438540.269943579,3578375.6031337534 5438541.889940361));MULTILINESTRING ((10.071803927698795 49.079117685276024,10.071796340660661 49.079132322907206));MULTILINESTRING ((578269.8938969193 5436804.392366572,578269.3168610128 5436806.011720203))
4940;Streckenachse;23,7 + 37,695;23,7 + 41,943;102370037,695;102370041,943;23,7;37,695;23,7;41,943;5;Goldshöfe - Crailsheim;EÜ (Bach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3578324.676103418 5438684.798412677,3578323.2501554694 5438688.79935631));MULTILINESTRING ((10.071127001461162 49.08042358393444,10.071108259496803 49.080459734747556));MULTILINESTRING ((578218.4113456289 5436948.863456925,578216.9860000913 5436952.862812159))
4940;Streckenachse;23,9 + 34,479;23,9 + 37,105;102390034,479;102390037,105;23,9;34,479;23,9;37,105;4;Goldshöfe - Crailsheim;EÜ (Bach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3578258.621189105 5438870.138000675,3578257.739747731 5438872.61129183));MULTILINESTRING ((10.0702587800402 49.08209822973272,10.070247194064027 49.0821205772379));MULTILINESTRING ((578152.3843371309 5437134.129464081,578151.5032681352 5437136.601773325))
4940;Streckenachse;25,3 + 5,629;25,3 + 23,363;102530005,629;102530023,363;25,3;5,629;25,3;23,363;21;Goldshöfe - Crailsheim;EÜ (Bach und Straße)  Stahl;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3577865.186061071 5440177.931262706,3577863.2787625105 5440195.560112296));MULTILINESTRING ((10.065125524024186 49.09390550179908,10.065102805080462 49.094064231359944));MULTILINESTRING ((577759.1170645836 5438441.402943309,577757.2106707488 5438459.024758982))
4940;Streckenachse;26,4 + 25,664;26,4 + 36,970;102640025,664;102640036,97;26,4;25,664;26,4;36,97;15;Goldshöfe - Crailsheim;EÜ (Weg und Bach)  Stahl;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3577744.6928529614 5441291.321654257,3577743.476897355 5441302.560618446));MULTILINESTRING ((10.063689938615575 49.103930427364446,10.063675449334074 49.104031622456475));MULTILINESTRING ((577638.6810109469 5439554.349093927,577637.465632151 5439565.583573803))
4940;Streckenachse;29,9 + 79,377;29,9 + 88,321;102990079,377;102990088,321;29,9;79,377;29,9;88,321;19;Goldshöfe - Crailsheim;EÜ (L1066)  Walzträger in Beton;EÜ über Landstraße I. Ordnung/Staatstraße;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3577767.5991978184 5444666.298097916,3577767.316619078 5444675.261783921));MULTILINESTRING ((10.064653066538519 49.134269503866136,10.06465092135143 49.13435012535323));MULTILINESTRING ((577661.6054216888 5442927.975819772,577661.3230282771 5442936.935923839))
4940;Streckenachse;30,3 + 44,649;30,3 + 48,632;103030044,649;103030048,632;30,3;44,649;30,3;48,632;5;Goldshöfe - Crailsheim;E Bstg.zug Crailsheim;EÜ über Wege/Räume Reisende-Bstg.Zug.;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3577766.24588462 5445032.544205436,3577766.238364502 5445036.537948099));MULTILINESTRING ((10.064705069586692 49.13756231815337,10.064705735875362 49.13759822382935));MULTILINESTRING ((577660.2556056107 5443294.075491292,577660.2481207353 5443298.067637087))
4940;Streckenachse;30,3 + 47,000;30,3 + 47,000;103030047;103030047;30,3;47;30,3;47;5;Goldshöfe - Crailsheim;E Bstg.zug Crailsheim;EÜ über Wege/Räume Reisende-Bstg.Zug.;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3577766.241445805 5445034.90154638,3577766.241443917 5445034.9025490815));MULTILINESTRING ((10.064705462869131 49.13758351178734,10.064705463036418 49.137583520802124));MULTILINESTRING ((577660.2511875982 5443296.431889674,577660.2511857193 5443296.4328919705))
4950;Streckenachse;31,6 + 54,371;31,6 + 66,425;103160054,371;103160066,425;31,6;54,371;31,6;66,425;15;Crailsheim - Eppingen;EÜ (L1066)  Stahl;EÜ über Landstraße I. Ordnung/Staatstraße;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3577204.116766065 5444292.261044089,3577192.111133174 5444293.317956247));MULTILINESTRING ((10.05686128130275 49.130977747391604,10.056697004915838 49.13098875498554));MULTILINESTRING ((577098.3452724995 5442554.092874918,577086.3444484245 5442555.149461317))
4950;Streckenachse;34,9 + 89,977;34,9 + 98,692;103490089,977;103490098,692;34,9;89,977;34,9;98,692;9;Crailsheim - Eppingen;EÜ (Bach)  Stahlbeton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3573885.518142939 5444609.49188531,3573877.012603267 5444611.384672795));MULTILINESTRING ((10.011453667425947 49.13423705862635,10.011337477657625 49.13425509651197));MULTILINESTRING ((573781.076089457 5442871.22362914,573772.5739657903 5442873.115728342))
4950;Streckenachse;36,5 + 97,687;36,5 + 98,853;103650097,687;103650098,853;36,5;97,687;36,5;98,853;4;Crailsheim - Eppingen;EÜ (Bach)  Stahlbeton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3572390.9514274667 5445196.504152808,3572389.8773805415 5445196.957521169));MULTILINESTRING ((9.991081479883514 49.139692173181935,9.991066843771373 49.13969637553099));MULTILINESTRING ((572287.111669721 5443458.013223987,572286.038055877 5443458.466419725))
4950;Streckenachse;37,4 + 83,524;37,4 + 87,399;103740083,524;103740087,399;37,4;83,524;37,4;87,399;6;Crailsheim - Eppingen;EÜ (Maulach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3571574.971078738 5445540.933274017,3571571.401731395 5445542.440113596));MULTILINESTRING ((9.979961338030513 49.14288421595172,9.979912692002026 49.14289817839395));MULTILINESTRING ((571471.4603420357 5443802.311200664,571467.8924339272 5443803.8174664965))
4950;Streckenachse;38,8 + 46,672;38,8 + 48,304;103880046,672;103880048,304;38,8;46,672;38,8;48,304;5;Crailsheim - Eppingen;EÜ (Bach)  Gewölbe;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3570319.3243769053 5446070.959193832,3570317.82107843 5446071.59375109));MULTILINESTRING ((9.96284663047979 49.147794218733075,9.962826138184486 49.14780009557326));MULTILINESTRING ((570216.3199388669 5444332.135307722,570214.8172465432 5444332.769623364))
4950;Streckenachse;48,2 + 87,522;48,2 + 92,426;104820087,522;104820092,426;48,2;87,522;48,2;92,426;7;Crailsheim - Eppingen;EÜ (Feldweg)  Gewölbe;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3564424.663995059 5440733.2092641,3564424.044807217 5440728.345304376));MULTILINESTRING ((9.881207047881627 49.10044937297014,9.881197795195732 49.10040570684843));MULTILINESTRING ((564323.9734225854 5438996.567003161,564323.3544432713 5438991.704993207))
4950;Streckenachse;49,1 + 55,610;49,3 + 31,835;104910055,61;104930031,835;49,1;55,61;49,3;31,835;188;Crailsheim - Eppingen;4950/49,245/1631  Stahl;EÜ über Tal;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3563799.692581749 5440254.262343418,3563657.4359094882 5440259.052255923,3563623.606485667 5440260.477390066));MULTILINESTRING ((9.872574166908493 49.09620827736563,9.87062724693353 49.09626605248369,9.870164302833032 49.09628235886606));MULTILINESTRING ((563699.2480399249 5438517.8165984005,563557.0482825384 5438522.60573682,563523.232395677 5438524.030572492))
4950;Streckenachse;52,0 + 94,871;52,0 + 96,893;105200094,871;105200096,893;52;94,871;52;96,893;3;Crailsheim - Eppingen;EÜ (Bach)  Gewölbe;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3560947.8444522168 5440654.645080587,3560946.3390083853 5440655.994454788));MULTILINESTRING ((9.833588771206689 49.10009669695909,9.833568361229595 49.10010897793901));MULTILINESTRING ((560848.5433240781 5438918.062115297,560847.0384929506 5438919.410962042))
4950;Streckenachse;52,1 + 36,559;52,1 + 47,339;105210036,559;105210047,339;52,1;36,559;52,1;47,339;12;Crailsheim - Eppingen;EÜ (K2601)  Stahlbeton;EÜ über Landstraße II. Ordnung/Kreisstraße;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3560916.8063995596 5440682.465412781,3560908.7803439163 5440689.659405802));MULTILINESTRING ((9.833167972370374 49.10034989578472,9.833059158310656 49.100415369614176));MULTILINESTRING ((560817.5179036747 5438945.871572819,560809.4951145747 5438953.062753784))
4950;Streckenachse;57,6 + 30,532;57,6 + 33,425;105760030,532;105760033,425;57,6;30,532;57,6;33,425;3;Crailsheim - Eppingen;E Bstg.zug Hessental;EÜ über Wege/Räume Reisende-Bstg.Zug.;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3556112.8877381957 5440237.702086252,3556110.314613054 5440236.383813772));MULTILINESTRING ((9.767327532606439 49.09680713254958,9.767292119131495 49.09679551413484));MULTILINESTRING ((556015.5163017106 5438501.32454316,556012.9441947516 5438500.006818343))
4950;Streckenachse;57,6 + 33,000;57,6 + 33,000;105760033;105760033;57,6;33;57,6;33;3;Crailsheim - Eppingen;E Bstg.zug Hessental;EÜ über Wege/Räume Reisende-Bstg.Zug.;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3556110.6926214145 5440236.57747634,3556110.691731983 5440236.577020664));MULTILINESTRING ((9.767297321593956 49.09679722095415,9.767297309352863 49.0967972169381));MULTILINESTRING ((556013.3220535343 5438500.200400455,556013.3211644547 5438500.199944967))
4950;Streckenachse;62,4 + 10,067;62,6 + 31,748;106240010,067;106260031,748;62,4;10,067;62,6;31,748;242;Crailsheim - Eppingen;EÜ (Kochertal)  Stahl;EÜ über Tal;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3554068.7891461407 5439462.971270382,3554076.6375328824 5439654.685594244,3554077.848452863 5439684.326092863));MULTILINESTRING ((9.739236525070183 49.090024130255664,9.73936957437891 49.09174716780725,9.739390111465932 49.092013562727644));MULTILINESTRING ((553972.2287376774 5437726.919827032,553980.0755192633 5437918.557437235,553981.2861920823 5437948.186075363))
4950;Streckenachse;64,1 + 74,253;64,1 + 79,949;106410074,253;106410079,949;64,1;74,253;64,1;79,949;8;Crailsheim - Eppingen;EÜ (Bach)  Gewölbe;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3554073.4445283045 5441103.310346663,3554069.618434155 5441107.525106183));MULTILINESTRING ((9.739519411126789 49.104772188110644,9.739467579613454 49.10481041914562));MULTILINESTRING ((553976.8953744853 5439366.6030315375,553973.0708436815 5439370.816136533))
4950;Streckenachse;64,8 + 97,956;64,9 + 3,126;106480097,956;106490003,126;64,8;97,956;64,9;3,126;8;Crailsheim - Eppingen;EÜ (Straße)  Gewölbe;EÜ über Rad-/Fußweg;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3553523.6728327903 5441570.836426587,3553522.1752415732 5441572.254475757,3553520.187249485 5441574.640445421));MULTILINESTRING ((9.732052646612908 49.1090237619442,9.732032324345573 49.10903664186514,9.732005413973448 49.10905826705673));MULTILINESTRING ((553427.3472110883 5439833.946585024,553425.8502299316 5439835.364079216,553423.8630517006 5439837.749110839))
4950;Streckenachse;65,2 + 85,055;65,3 + 0,265;106520085,055;106530000,265;65,2;85,055;65,3;0,265;23;Crailsheim - Eppingen;EÜ (B 14/19)  Gewölbe;EÜ über Bundesstraße;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3553381.452059633 5441923.105594757,3553380.411293142 5441938.003858352,3553380.424637546 5441938.273341164));MULTILINESTRING ((9.730151391884705 49.11220339023172,9.730139104052304 49.11233743228449,9.73013932239345 49.11233985407697));MULTILINESTRING ((553285.1861133359 5440186.076049441,553284.145882082 5440200.9683648795,553284.1592233061 5440201.237739842))
4950;Streckenachse;65,3 + 30,826;65,3 + 33,402;106530030,826;106530033,402;65,3;30,826;65,3;33,402;5;Crailsheim - Eppingen;EÜ (Heimbach)  Gewölbe;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3553381.9355648425 5441968.785678068,3553382.0629215618 5441971.357576237));MULTILINESTRING ((9.730164044332938 49.1126140628273,9.73016612816919 49.11263717600143));MULTILINESTRING ((553285.6697905844 5440231.737865516,553285.7971169576 5440234.308734396))
4950;Streckenachse;65,8 + 38,767;65,8 + 51,881;106580038,767;106580051,881;65,8;38,767;65,8;51,881;15;Crailsheim - Eppingen;EÜ (Gottwollshäuser Steige)  Walzträger in Beton;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3553404.789104749 5442467.06179719,3553401.3785272664 5442479.719524759));MULTILINESTRING ((9.73054286768954 49.117092133566835,9.730497823313858 49.117206236118776));MULTILINESTRING ((553308.5181793775 5440729.814586283,553305.1090666449 5440742.467280458))
4950;Streckenachse;67,8 + 56,147;67,8 + 60,132;106780056,147;106780060,132;67,8;56,147;67,8;60,132;6;Crailsheim - Eppingen;EÜ (Schleifbach)  Gewölbe;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3552271.4869077713 5443497.385649074,3552267.623241856 5443498.35549121));MULTILINESTRING ((9.715152670388235 49.12645311155828,9.7150998631342 49.126462159468794));MULTILINESTRING ((552175.6772986152 5441759.735572666,552171.8151850752 5441760.705057956))
4950;Streckenachse;69,7 + 3,426;69,7 + 8,211;106970003,426;106970008,211;69,7;3,426;69,7;8,211;11;Crailsheim - Eppingen;EÜ (Feldweg)  Rahmen;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3550949.56445032 5444686.924635138,3550944.8549007555 5444687.760980977));MULTILINESTRING ((9.69719214417581 49.13725921318216,9.697127713989543 49.13726712264855));MULTILINESTRING ((550854.2928293878 5442948.809552591,550849.5851692676 5442949.645601724))
4950;Streckenachse;71,4 + 48,541;71,4 + 53,375;107140048,541;107140053,375;71,4;48,541;71,4;53,375;7;Crailsheim - Eppingen;EÜ (Feldweg)  Gewölbe;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3550014.5615548575 5445910.269943113,3550014.1884487937 5445912.48411004,3550013.813476075 5445915.043616688));MULTILINESTRING ((9.68453118005272 49.148335167269586,9.684526340551983 49.14835510547804,9.684521518257387 49.148378148835576));MULTILINESTRING ((549919.6735050275 5444171.673251233,549919.300565828 5444173.886535937,549918.9257634821 5444176.445022314))
4950;Streckenachse;71,7 + 13,923;71,7 + 15,972;107170013,923;107170015,972;71,7;13,923;71,7;15,972;3;Crailsheim - Eppingen;EÜ (Bach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3550008.3133557593 5446173.906451479,3550008.732838152 5446175.911280105));MULTILINESTRING ((9.684478209231568 49.15070606726166,9.6844842074822 49.1507240588557));MULTILINESTRING ((549913.4299123192 5444435.20440998,549913.8492430514 5444437.208433737))
4950;Streckenachse;72,3 + 15,886;72,3 + 20,522;107230015,886;107230020,522;72,3;15,886;72,3;20,522;7;Crailsheim - Eppingen;EÜ (Feldweg)  Gewölbe;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3550383.4924187334 5446609.362719816,3550387.7937795585 5446611.08751929));MULTILINESTRING ((9.689675121339562 49.154590701763915,9.689734299624199 49.15460585736875));MULTILINESTRING ((550288.4624741737 5444870.483585913,550292.7621292536 5444872.207661418))
4950;Streckenachse;72,9 + 80,099;72,9 + 83,230;107290080,099;107290083,23;72,9;80,099;72,9;83,23;4;Crailsheim - Eppingen;EÜ (Sperbersbach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3550963.3695752434 5446921.7077035615,3550965.6690130746 5446923.831029629));MULTILINESTRING ((9.697663500623905 49.157351265041235,9.697695291189353 49.1573701655738));MULTILINESTRING ((550868.1103137187 5445182.699057388,550870.4088493002 5445184.82151617))
4950;Streckenachse;74,2 + 47,411;74,2 + 48,644;107420047,411;107420048,644;74,2;47,411;74,2;48,644;3;Crailsheim - Eppingen;EÜ (Bach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3551282.1130908714 5448081.716706618,3551281.787627179 5448082.905504614));MULTILINESTRING ((9.70218056953277 49.16775451355458,9.702176258137328 49.16776522926938));MULTILINESTRING ((551186.7356914236 5446342.241749413,551186.410367358 5446343.430074745))
4950;Streckenachse;75,1 + 2,799;75,1 + 5,831;107510002,799;107510005,831;75,1;2,799;75,1;5,831;5;Crailsheim - Eppingen;EÜ (Feldweg)  Stahlbeton;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3550879.6591767846 5448833.727643591,3550879.5882095285 5448833.848144924,3550878.1212278567 5448836.339339251));MULTILINESTRING ((9.696757220111936 49.17454933583895,9.696756262119646 49.1745504251488,9.696736459250626 49.17457294507122));MULTILINESTRING ((550784.4486848713 5447093.95526414,550784.3777469497 5447094.075717868,550782.9113716689 5447096.565927997))
4950;Streckenachse;75,3 + 93,380;75,3 + 99,307;107530093,38;107530099,307;75,3;93,38;75,3;99,307;9;Crailsheim - Eppingen;EÜ (K2564)  Gewölbe;EÜ über Landstraße II. Ordnung/Kreisstraße;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3550732.2477079593 5449084.017225919,3550729.240133893 5449089.1219206));MULTILINESTRING ((9.694767209761771 49.17681189103254,9.694726606304592 49.17685803592799));MULTILINESTRING ((550637.0981495826 5447344.145964656,550634.0918187018 5447349.248642636))
4950;Streckenachse;77,2 + 45,131;77,2 + 46,847;107720045,131;107720046,847;77,2;45,131;77,2;46,847;3;Crailsheim - Eppingen;EÜ (Bach)  Stahl;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Hohenlohekreis;MULTILINESTRING ((3549700.131508311 5450608.996734499,3549698.8766200966 5450610.166238201));MULTILINESTRING ((9.680800813282199 49.190607431582535,9.680783743162037 49.19061804818557));MULTILINESTRING ((549605.4067577957 5448868.5240789,549604.152380594 5448869.693125109))
4950;Streckenachse;77,5 + 68,151;77,5 + 70,470;107750068,151;107750070,47;77,5;68,151;77,5;70,47;4;Crailsheim - Eppingen;EÜ (Bach)  Gewölbe;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Hohenlohekreis;MULTILINESTRING ((3549463.908876203 5450829.141690794,3549462.2129211198 5450830.722048185));MULTILINESTRING ((9.677587370822632 49.19260583513625,9.677564299027635 49.192620180794144));MULTILINESTRING ((549369.2803195366 5449088.582917661,549367.5850550724 5449090.162656842))
4950;Streckenachse;78,6 + 70,169;78,6 + 71,919;107860070,169;107860071,919;78,6;70,169;78,6;71,919;3;Crailsheim - Eppingen;EÜ (Bach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Hohenlohekreis;MULTILINESTRING ((3548658.003783779 5451580.184033601,3548656.724038208 5451581.376716152));MULTILINESTRING ((9.666622332805586 49.199422883026045,9.666604918389364 49.19943370793744));MULTILINESTRING ((548563.7034029193 5449839.331465279,548562.4241784761 5449840.523681274))
