Streckennummer;Richtung;km_von_l;km_bis_l;km_von_i;km_bis_i;km_von_km;km_von_m;km_bis_km;km_bis_m;Streckenkurzname;Bezeichnung;Straßenart;Technische Sicherung;Bundesland;Kreis;GK Rechtswert (EPSG 31467);GK Hochwert (EPSG 31467);Geographische Länge (EPSG 4326);Geographische Breite (EPSG 4326);UTM Rechtswert (EPSG 25832);UTM Hochwert (EPSG 25832);WKT GK (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
2983;Streckenachse;4,6 + 6,346;4,6 + 6,346;100460006,346;100460006,346;4,6;6,346;4,6;6,346;Lage - Hameln;Uferstr.;Kreisstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3489332,07;5764240,625;8,8435727133;52,011919088;489264,037;5762375,439;POINT (3489332.0704665277 5764240.6252794545);POINT (8.84356208149485 52.011916753295594);POINT (489264.0370502074 5762375.439301637)
2984;Streckenachse;-0,5 + -20,075;-0,5 + -7,444;99949979,925;99949992,556;-0,5;-20,075;-0,5;-7,444;Lage - Bielefeld;Heidensche Str.;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Vollschranke;Nordrhein-Westfalen;Kreis Lippe;3486685,668;5761544,323;8,8051340651;51,9876292708;486618,666;5759680,235;POINT (3486685.667764714 5761544.323274751);POINT (8.805123077639495 51.98762702961244);POINT (486618.6663902391 5759680.234642862)
2984;Richtungsgleis;0,6 + 75,834;0,6 + 90,572;100060075,834;100060090,572;0,6;75,834;0,6;90,572;Lage - Bielefeld;Eichenallee;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3485970,284;5762464,959;8,794682771;51,9958856905;485903,575;5760600,509;POINT (3485970.283863161 5762464.958690961);POINT (8.794671853476641 51.99588349821256);POINT (485903.575471756 5760600.509118347)
2984;Streckenachse;0,6 + 82,000;0,6 + 82,000;100060082;100060082;0,6;82;0,6;82;Lage - Bielefeld;0.682;Kreisstraßen einschließlich der Ortsdurchfahrten;Sonstige;Nordrhein-Westfalen;Kreis Lippe;3485971,368;5762464,438;8,7946985784;51,9958810343;485904,659;5760599,988;POINT (3485971.3681208338 5762464.437558342);POINT (8.794687660842431 51.99587884199907);POINT (485904.659292793 5760599.988184277)
2984;Streckenachse;1,3 + 63,930;1,3 + 85,531;100130063,93;100130085,531;1,3;63,93;1,3;85,531;Lage - Bielefeld;Steinbrinkstr.;Bundesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3485340,111;5762648,424;8,7855000467;51,9975182499;485273,655;5760783,907;POINT (3485340.1109571992 5762648.423985311);POINT (8.785489126552605 51.997516089035884);POINT (485273.65532547625 5760783.906620225)
2984;Streckenachse;2,1 + 99,387;2,2 + 4,583;100210099,387;100220004,583;2,1;99,387;2,2;4,583;Lage - Bielefeld;Weg;sonstige Straßen und Wege mit Fahrverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3484526,362;5762500,463;8,7736587119;51,9961663706;484460,23;5760636,012;POINT (3484526.3621945973 5762500.463032424);POINT (8.773647748420187 51.99616424361527);POINT (484460.2296888226 5760636.011550841)
2984;Richtungsgleis;2,6 + 30,973;2,6 + 37,204;100260030,973;100260037,204;2,6;30,973;2,6;37,204;Lage - Bielefeld;Ohrser Str.;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3484127,088;5762344,799;8,7678527563;51,9947560895;484061,114;5760480,413;POINT (3484127.0882792366 5762344.799280952);POINT (8.767841762821561 51.99475397794286);POINT (484061.1136142099 5760480.4132380355)
2984;Streckenachse;3,5 + 28,275;3,5 + 28,275;100350028,275;100350028,275;3,5;28,275;3,5;28,275;Lage - Bielefeld;Weg;sonstige Straßen und Wege mit Fahrverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3483480,705;5761733,564;8,758471617;51,9892438546;483414,983;5759869,427;POINT (3483480.7051985664 5761733.56371141);POINT (8.75846053719272 51.98924176280934);POINT (483414.98301810166 5759869.426810469)
2984;Streckenachse;5,1 + 50,617;5,1 + 61,110;100510050,617;100510061,11;5,1;50,617;5,1;61,11;Lage - Bielefeld;Ehlebrucher Str.;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3482169,354;5760777,353;8,7394319244;51,9806095034;482104,147;5758913,608;POINT (3482169.354208904 5760777.352655949);POINT (8.739420697633719 51.9806074578292);POINT (482104.1466681761 5758913.608047935)
2984;Streckenachse;5,6 + 71,419;5,6 + 78,530;100560071,419;100560078,53;5,6;71,419;5,6;78,53;Lage - Bielefeld;Osterheider Str.;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3481677,948;5760613,498;8,7322886179;51,9791208914;481612,935;5758749,823;POINT (3481677.947778393 5760613.498322118);POINT (8.732277356174546 51.979118866165955);POINT (481612.93473786785 5758749.823193106)
2984;Streckenachse;7,0 + 0,237;7,0 + 14,879;100700000,237;100700014,879;7;0,237;7;14,879;Lage - Bielefeld;Bahnhofstr.;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3480363,436;5760410,716;8,7131691332;51,9772534828;480298,946;5758547,132;POINT (3480363.436487821 5760410.715542097);POINT (8.713157802781838 51.97725151531073);POINT (480298.94572776766 5758547.132372876)
2984;Streckenachse;8,1 + 68,869;8,1 + 72,016;100810068,869;100810072,016;8,1;68,869;8,1;72,016;Lage - Bielefeld;Weg;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Nordrhein-Westfalen;Kreis Lippe;3479207,773;5760289,448;8,6963579535;51,9761215406;479143,742;5758425,923;POINT (3479207.7734236596 5760289.447676317);POINT (8.696346568411734 51.976119624511185);POINT (479143.74231134076 5758425.922621854)
2984;Streckenachse;8,6 + 10,865;8,6 + 16,707;100860010,865;100860016,707;8,6;10,865;8,6;16,707;Lage - Bielefeld;Im Mackenbruch;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3478764,54;5760282,029;8,6899081471;51,976038096;478700,686;5758418,511;POINT (3478764.540484887 5760282.029237827);POINT (8.68989674517837 51.97603619997026);POINT (478700.68599181983 5758418.510887369)
2984;Streckenachse;9,8 + 76,148;9,8 + 76,148;100980076,148;100980076,148;9,8;76,148;9,8;76,148;Lage - Bielefeld;Grester Str.;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3477521,353;5760361,623;8,6718111727;51,9767044971;477457,995;5758498,084;POINT (3477521.352957429 5760361.623130179);POINT (8.671799734549115 51.97670265795152);POINT (477457.99469531584 5758498.083555847)
2984;Streckenachse;10,1 + 41,413;10,1 + 41,413;101010041,413;101010041,413;10,1;41,413;10,1;41,413;Lage - Bielefeld;Hauptstr.;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3477292,493;5760495,628;8,6684717243;51,9778995225;477229,228;5758632,037;POINT (3477292.493429319 5760495.627969541);POINT (8.668460292467033 51.97789769478518);POINT (477229.2275266035 5758632.036909507)
2984;Streckenachse;11,1 + 47,128;11,1 + 47,128;101110047,128;101110047,128;11,1;47,128;11,1;47,128;Lage - Bielefeld;Westring;sonstige Straßen und Wege mit Fahrverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3476421,306;5760998,076;8,6557585333;51,9823788435;476358,392;5759134,292;POINT (3476421.3064550897 5760998.07649337);POINT (8.655747122100694 51.98237706922128);POINT (476358.3920644661 5759134.292499195)
2984;Streckenachse;11,5 + 10,072;11,5 + 10,072;101150010,072;101150010,072;11,5;10,072;11,5;10,072;Lage - Bielefeld;Am Bollholz;sonstige Straßen und Wege mit Fahrverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreisfreie Stadt Bielefeld;3476106,698;5761179,043;8,6511668745;51,9839917873;476043,91;5759315,19;POINT (3476106.697757293 5761179.043459929);POINT (8.651155470424854 51.9839900331824);POINT (476043.9103019162 5759315.189983658)
2984;Streckenachse;11,9 + 21,326;11,9 + 28,881;101190021,326;101190028,881;11,9;21,326;11,9;28,881;Lage - Bielefeld;Bollstr.;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreisfreie Stadt Bielefeld;3475745,29;5761383,089;8,6458920549;51,985809919;475682,648;5759519,157;POINT (3475745.289860993 5761383.0887763295);POINT (8.645880658709151 51.98580818775097);POINT (475682.6481898444 5759519.157013432)
2984;Streckenachse;12,6 + 24,104;12,6 + 24,104;101260024,104;101260024,104;12,6;24,104;12,6;24,104;Lage - Bielefeld;Pyrmonter Str.;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreisfreie Stadt Bielefeld;3475126,325;5761707,802;8,6368589472;51,9887008002;475063,933;5759843,746;POINT (3475126.3250863804 5761707.801831054);POINT (8.636847561797715 51.98869910774877);POINT (475063.93288185645 5759843.745854581)
2984;Streckenachse;13,7 + 96,850;13,8 + 1,057;101370096,85;101380001,057;13,7;96,85;13,8;1,057;Lage - Bielefeld;Gustav-Winkler-Str.;sonstige Straßen und Wege mit Fahrverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreisfreie Stadt Bielefeld;3474230,748;5762427,574;8,6237681362;51,9951286835;474168,719;5760563,238;POINT (3474230.7479602457 5762427.57380422);POINT (8.623756794306235 51.995127047738656);POINT (474168.71881378756 5760563.238469299)
2984;Richtungsgleis;14,6 + 54,621;14,6 + 67,905;101460054,621;101460067,905;14,6;54,621;14,6;67,905;Lage - Bielefeld;Ob. Hillegosser Str.;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreisfreie Stadt Bielefeld;3473572,71;5762945,803;8,6141479046;51,9997551627;473510,947;5761081,267;POINT (3473572.709621267 5762945.803231429);POINT (8.614136592514045 51.999753567737635);POINT (473510.94714395714 5761081.266873554)
2984;Streckenachse;16,6 + 56,410;16,6 + 56,410;101660056,41;101660056,41;16,6;56,41;16,6;56,41;Lage - Bielefeld;Oldentruper Str.;Kreisstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage mit Halbschranke;Nordrhein-Westfalen;Kreisfreie Stadt Bielefeld;3472010,725;5764099,807;8,5913106626;52,0100497769;471949,595;5762234,823;POINT (3472010.7250785986 5764099.806504185);POINT (8.591299404692487 52.01004827759139);POINT (471949.59494016145 5762234.823322719)
2984;Streckenachse;17,9 + 3,644;17,9 + 9,764;101790003,644;101790009,764;17,9;3,644;17,9;9,764;Lage - Bielefeld;Am Strebkamp;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreisfreie Stadt Bielefeld;3470992,939;5764825,881;8,5764265128;52,0165228112;470932,22;5762960,617;POINT (3470992.938544524 5764825.881088975);POINT (8.576415288009583 52.016521372600316);POINT (470932.2202106753 5762960.617072536)
2984;Richtungsgleis;18,6 + 62,861;18,6 + 89,147;101860062,861;101860089,147;18,6;62,861;18,6;89,147;Lage - Bielefeld;Otto-Brenner-Str.;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreisfreie Stadt Bielefeld;3470333,281;5765213,687;8,5667845335;52,0199731668;470272,828;5763348,273;POINT (3470333.2805059464 5765213.686499864);POINT (8.566773321959566 52.01997176655188);POINT (470272.828373593 5763348.273464997)
2992;Streckenachse;88,6 + 38,446;88,6 + 44,292;108860038,446;108860044,292;88,6;38,446;88,6;44,292;Löhne - Rheine;Km 88,641;sonstige Straßen und Wege mit Fahrverkehr;alle elektronischen Anrufschranken;Nordrhein-Westfalen;Kreis Herford;3477303,602;5784543,042;8,6670318037;52,1940163049;477240,536;5782669,866;POINT (3477303.6023083413 5784543.042271923);POINT (8.667022799452036 52.19401465697283);POINT (477240.5357028182 5782669.866028496)
2992;Streckenachse;89,9 + 16,903;89,9 + 23,659;108990016,903;108990023,659;89,9;16,903;89,9;23,659;Löhne - Rheine;Km 89,930;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Vollschranke;Nordrhein-Westfalen;Kreis Herford;3476047,925;5784788,744;8,6486517068;52,1961712607;475985,361;5782915,481;POINT (3476047.925216947 5784788.744494262);POINT (8.648642696016289 52.1961696773862);POINT (475985.36112092965 5782915.480993269)
2992;Streckenachse;90,3 + 66,201;90,3 + 85,317;109030066,201;109030085,317;90,3;66,201;90,3;85,317;Löhne - Rheine;Km 90,375;Bundesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3475601,085;5784878,513;8,6421104408;52,1969583945;475538,699;5783005,217;POINT (3475601.084684656 5784878.512660346);POINT (8.642101428008461 52.1969568343184);POINT (475538.6994283133 5783005.217177171)
2992;Streckenachse;91,7 + 8,065;91,7 + 14,549;109170008,065;109170014,549;91,7;8,065;91,7;14,549;Löhne - Rheine;Km 91,711;sonstige Straßen und Wege mit Fahrverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3474309,671;5785222,176;8,6231978514;52,1999881589;474247,803;5783348,754;POINT (3474309.6710692085 5785222.175655022);POINT (8.623188840363138 52.19998666639865);POINT (474247.8033882749 5783348.754170561)
2992;Streckenachse;93,2 + 28,355;93,2 + 34,516;109320028,355;109320034,516;93,2;28,355;93,2;34,516;Löhne - Rheine;km 93,231;sonstige Straßen und Wege mit Fahrverkehr;Lichtzeichenanlage mit Vollschranke;Nordrhein-Westfalen;Kreis Herford;3472840,511;5785616,559;8,6016788009;52,2034619708;472779,232;5783742,993;POINT (3472840.5107356166 5785616.559267134);POINT (8.601669791338539 52.203460555125154);POINT (472779.23188905517 5783742.993071316)
2992;Streckenachse;95,8 + 85,794;95,8 + 98,700;109580085,794;109580098,7;95,8;85,794;95,8;98,7;Löhne - Rheine;Km 95,892;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3470315,225;5785190,099;8,5647795391;52,1994991927;470254,949;5783316,724;POINT (3470315.2249261932 5785190.09876051);POINT (8.564770426104902 52.19949789815644);POINT (470254.9488289485 5783316.723930225)
2992;Streckenachse;96,1 + 20,470;96,1 + 32,473;109610020,47;109610032,473;96,1;20,47;96,1;32,473;Löhne - Rheine;km 96,126;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3470101,248;5785094,864;8,5616584445;52,1986317668;470041,056;5783221,529;POINT (3470101.247692042 5785094.8637309205);POINT (8.561649316562866 52.198630481905276);POINT (470041.0560607864 5783221.528667462)
2992;Streckenachse;96,4 + 58,206;96,4 + 74,881;109640058,206;109640074,881;96,4;58,206;96,4;74,881;Löhne - Rheine;km 96,463;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3469786,245;5784967,172;8,5570628861;52,197467048;469726,178;5783093,891;POINT (3469786.244878011 5784967.172052971);POINT (8.557053736368779 52.19746577777843);POINT (469726.17769793735 5783093.890546773)
2992;Streckenachse;97,3 + 10,736;97,3 + 18,221;109730010,736;109730018,221;97,3;10,736;97,3;18,221;Löhne - Rheine;km 97,309;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3468955,173;5784816,423;8,5449225197;52,1960661121;468895,436;5782943,208;POINT (3468955.172769995 5784816.422822911);POINT (8.544913332403546 52.196064881632715);POINT (468895.4355060234 5782943.208432355)
2992;Streckenachse;99,7 + 69,279;99,7 + 76,616;109970069,279;109970076,616;99,7;69,279;99,7;76,616;Löhne - Rheine;Km 99,773;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Vollschranke;Nordrhein-Westfalen;Kreis Herford;3466497,14;5784853,676;8,5089721188;52,1962569804;466438,382;5782980,468;POINT (3466497.1396306516 5784853.676020809);POINT (8.508962873019568 52.19625586910103);POINT (466438.38223128184 5782980.467583468)
2992;Streckenachse;101,8 + 67,944;101,8 + 74,913;110180067,944;110180074,913;101,8;67,944;101,8;74,913;Löhne - Rheine;Km 101,872;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3464419,843;5785073,59;8,4785702771;52,1981031166;464361,915;5783200,311;POINT (3464419.8429635675 5785073.589820163);POINT (8.47856101253414 52.198102131274894);POINT (464361.9152352296 5783200.311303534)
2992;Streckenachse;103,2 + 48,955;103,2 + 61,821;110320048,955;110320061,821;103,2;48,955;103,2;61,821;Löhne - Rheine;km 103,255;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3463115,284;5785535,215;8,4594411863;52,2021658373;463057,88;5783661,763;POINT (3463115.284065646 5785535.214511996);POINT (8.459431946326495 52.20216494133149);POINT (463057.88010371325 5783661.763051275)
2992;Streckenachse;103,4 + 48,915;103,4 + 62,001;110340048,915;110340062,001;103,4;48,915;103,4;62,001;Löhne - Rheine;km 103,455;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3462926,903;5785602,571;8,4566785461;52,2027585097;462869,575;5783729,094;POINT (3462926.903269373 5785602.5711509185);POINT (8.456669309630424 52.202757626673446);POINT (462869.57494558924 5783729.094438665)
2992;Streckenachse;104,0 + 91,935;104,1 + 2,069;110400091,935;110410002,069;104;91,935;104,1;2,069;Löhne - Rheine;km 104,098;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Niedersachsen;Landkreis Osnabrück;3462321,246;5785820,473;8,4477958263;52,2046756426;462264,161;5783946,914;POINT (3462321.2462735595 5785820.472737212);POINT (8.447786600957341 52.20467480103292);POINT (462264.16114185704 5783946.914302973)
2992;Streckenachse;104,9 + 61,477;104,9 + 66,884;110490061,477;110490066,884;104,9;61,477;104,9;66,884;Löhne - Rheine;Km 104,964;sonstige Straßen und Wege mit Fahrverkehr;Blinklicht-Anlage mit Halbschranke;Niedersachsen;Landkreis Osnabrück;3461482,84;5786056,532;8,4355057461;52,2067390606;461426,091;5784182,886;POINT (3461482.8395520304 5786056.53183512);POINT (8.435496529029828 52.20673827579018);POINT (461426.09051318886 5784182.886407158)
2992;Streckenachse;105,4 + 8,062;105,4 + 14,519;110540008,062;110540014,519;105,4;8,062;105,4;14,519;Löhne - Rheine;Km 105,410;sonstige Straßen und Wege mit Fahrverkehr;Lichtzeichenanlage mit Halbschranke;Niedersachsen;Landkreis Osnabrück;3461036,125;5786082,716;8,4289684248;52,2069429674;460979,554;5784209,064;POINT (3461036.1250669695 5786082.7162785);POINT (8.42895920169114 52.20694221185917);POINT (460979.5542613206 5784209.064186387)
2992;Streckenachse;107,0 + 62,645;107,0 + 67,472;110700062,645;110700067,472;107;62,645;107;67,472;Löhne - Rheine;Km 107,060;Kreisstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage mit Halbschranke;Niedersachsen;Landkreis Osnabrück;3459380,021;5786076,376;8,4047445345;52,2067664119;459324,11;5784202,74;POINT (3459380.02116999 5786076.375881733);POINT (8.404735278143304 52.20676576378881);POINT (459324.11025162856 5784202.740288752)
2992;Streckenachse;108,6 + 36,431;108,6 + 39,553;110860036,431;110860039,553;108,6;36,431;108,6;39,553;Löhne - Rheine;Km 108,633;sonstige Straßen und Wege mit Fahrverkehr;Blinklicht-Anlage mit Halbschranke;Niedersachsen;Landkreis Osnabrück;3457807,508;5786129,313;8,3817362051;52,2071239938;457752,225;5784255,67;POINT (3457807.508413613 5786129.3134313235);POINT (8.38172692310833 52.20712344740381);POINT (457752.22456697247 5784255.6700004935)
2992;Streckenachse;109,1 + 72,687;109,1 + 78,012;110910072,687;110910078,012;109,1;72,687;109,1;78,012;Löhne - Rheine;Km 109,176;sonstige Straßen und Wege mit Fahrverkehr;Blinklicht-Anlage mit Halbschranke;Niedersachsen;Landkreis Osnabrück;3457272,268;5786184,916;8,3738999841;52,2075824315;457217,198;5784311,255;POINT (3457272.268317947 5786184.916010085);POINT (8.37389069714387 52.20758191996098);POINT (457217.19822471734 5784311.254932166)
